,date,state,deaths_new,deaths_bid
742,2020-05-02,Perak,0,
743,2020-05-02,Perlis,0,
744,2020-05-02,Pulau Pinang,0,
745,2020-05-02,Sabah,0,
746,2020-05-02,Sarawak,0,
747,2020-05-02,Selangor,0,
748,2020-05-02,Terengganu,0,
749,2020-05-02,W.P. Kuala Lumpur,0,
750,2020-05-02,W.P. Labuan,0,
751,2020-05-02,W.P. Putrajaya,0,
752,2020-05-03,Johor,0,
753,2020-05-03,Kedah,0,
754,2020-05-03,Kelantan,0,
755,2020-05-03,Melaka,0,
756,2020-05-03,Negeri Sembilan,1,
757,2020-05-03,Pahang,0,
758,2020-05-03,Perak,0,
759,2020-05-03,Perlis,0,
760,2020-05-03,Pulau Pinang,0,
761,2020-05-03,Sabah,0,
762,2020-05-03,Sarawak,0,
763,2020-05-03,Selangor,0,
764,2020-05-03,Terengganu,0,
765,2020-05-03,W.P. Kuala Lumpur,1,
766,2020-05-03,W.P. Labuan,0,
767,2020-05-03,W.P. Putrajaya,0,
768,2020-05-04,Johor,0,
769,2020-05-04,Kedah,0,
770,2020-05-04,Kelantan,0,
771,2020-05-04,Melaka,0,
772,2020-05-04,Negeri Sembilan,0,
773,2020-05-04,Pahang,0,
774,2020-05-04,Perak,0,
775,2020-05-04,Perlis,0,
776,2020-05-04,Pulau Pinang,0,
777,2020-05-04,Sabah,0,
778,2020-05-04,Sarawak,0,
779,2020-05-04,Selangor,0,
780,2020-05-04,Terengganu,0,
781,2020-05-04,W.P. Kuala Lumpur,0,
782,2020-05-04,W.P. Labuan,0,
783,2020-05-04,W.P. Putrajaya,0,
784,2020-05-05,Johor,0,
785,2020-05-05,Kedah,0,
786,2020-05-05,Kelantan,0,
787,2020-05-05,Melaka,0,
788,2020-05-05,Negeri Sembilan,0,
789,2020-05-05,Pahang,0,
790,2020-05-05,Perak,0,
791,2020-05-05,Perlis,0,
792,2020-05-05,Pulau Pinang,0,
793,2020-05-05,Sabah,0,
794,2020-05-05,Sarawak,0,
795,2020-05-05,Selangor,1,
796,2020-05-05,Terengganu,0,
797,2020-05-05,W.P. Kuala Lumpur,0,
798,2020-05-05,W.P. Labuan,0,
799,2020-05-05,W.P. Putrajaya,0,
800,2020-05-06,Johor,0,
801,2020-05-06,Kedah,0,
802,2020-05-06,Kelantan,0,
803,2020-05-06,Melaka,0,
804,2020-05-06,Negeri Sembilan,0,
805,2020-05-06,Pahang,0,
806,2020-05-06,Perak,0,
807,2020-05-06,Perlis,0,
808,2020-05-06,Pulau Pinang,0,
809,2020-05-06,Sabah,0,
810,2020-05-06,Sarawak,0,
811,2020-05-06,Selangor,1,
812,2020-05-06,Terengganu,0,
813,2020-05-06,W.P. Kuala Lumpur,0,
814,2020-05-06,W.P. Labuan,0,
815,2020-05-06,W.P. Putrajaya,0,
816,2020-05-07,Johor,0,
817,2020-05-07,Kedah,0,
818,2020-05-07,Kelantan,0,
819,2020-05-07,Melaka,0,
820,2020-05-07,Negeri Sembilan,0,
821,2020-05-07,Pahang,0,
822,2020-05-07,Perak,0,
823,2020-05-07,Perlis,0,
824,2020-05-07,Pulau Pinang,0,
825,2020-05-07,Sabah,0,
826,2020-05-07,Sarawak,0,
827,2020-05-07,Selangor,0,
828,2020-05-07,Terengganu,0,
829,2020-05-07,W.P. Kuala Lumpur,0,
830,2020-05-07,W.P. Labuan,0,
831,2020-05-07,W.P. Putrajaya,0,
832,2020-05-08,Johor,0,
833,2020-05-08,Kedah,0,
834,2020-05-08,Kelantan,0,
835,2020-05-08,Melaka,0,
836,2020-05-08,Negeri Sembilan,0,
837,2020-05-08,Pahang,0,
838,2020-05-08,Perak,0,
839,2020-05-08,Perlis,0,
840,2020-05-08,Pulau Pinang,0,
841,2020-05-08,Sabah,0,
842,2020-05-08,Sarawak,0,
843,2020-05-08,Selangor,0,
844,2020-05-08,Terengganu,0,
845,2020-05-08,W.P. Kuala Lumpur,0,
846,2020-05-08,W.P. Labuan,0,
847,2020-05-08,W.P. Putrajaya,0,
848,2020-05-09,Johor,0,
849,2020-05-09,Kedah,0,
850,2020-05-09,Kelantan,0,
851,2020-05-09,Melaka,1,
852,2020-05-09,Negeri Sembilan,0,
853,2020-05-09,Pahang,0,
854,2020-05-09,Perak,0,
855,2020-05-09,Perlis,0,
856,2020-05-09,Pulau Pinang,0,
857,2020-05-09,Sabah,0,
858,2020-05-09,Sarawak,0,
859,2020-05-09,Selangor,0,
860,2020-05-09,Terengganu,0,
861,2020-05-09,W.P. Kuala Lumpur,0,
862,2020-05-09,W.P. Labuan,0,
863,2020-05-09,W.P. Putrajaya,0,
864,2020-05-10,Johor,0,
865,2020-05-10,Kedah,0,
866,2020-05-10,Kelantan,0,
867,2020-05-10,Melaka,0,
868,2020-05-10,Negeri Sembilan,0,
869,2020-05-10,Pahang,0,
870,2020-05-10,Perak,0,
871,2020-05-10,Perlis,0,
872,2020-05-10,Pulau Pinang,0,
873,2020-05-10,Sabah,0,
874,2020-05-10,Sarawak,0,
875,2020-05-10,Selangor,0,
876,2020-05-10,Terengganu,0,
877,2020-05-10,W.P. Kuala Lumpur,0,
878,2020-05-10,W.P. Labuan,0,
879,2020-05-10,W.P. Putrajaya,0,
880,2020-05-11,Johor,0,
881,2020-05-11,Kedah,0,
882,2020-05-11,Kelantan,0,
883,2020-05-11,Melaka,0,
884,2020-05-11,Negeri Sembilan,0,
885,2020-05-11,Pahang,0,
886,2020-05-11,Perak,0,
887,2020-05-11,Perlis,0,
888,2020-05-11,Pulau Pinang,0,
889,2020-05-11,Sabah,0,
890,2020-05-11,Sarawak,0,
891,2020-05-11,Selangor,1,
892,2020-05-11,Terengganu,0,
893,2020-05-11,W.P. Kuala Lumpur,0,
894,2020-05-11,W.P. Labuan,0,
895,2020-05-11,W.P. Putrajaya,0,
896,2020-05-12,Johor,0,
897,2020-05-12,Kedah,0,
898,2020-05-12,Kelantan,0,
899,2020-05-12,Melaka,0,
900,2020-05-12,Negeri Sembilan,0,
901,2020-05-12,Pahang,0,
902,2020-05-12,Perak,0,
903,2020-05-12,Perlis,0,
904,2020-05-12,Pulau Pinang,0,
905,2020-05-12,Sabah,0,
906,2020-05-12,Sarawak,0,
907,2020-05-12,Selangor,0,
908,2020-05-12,Terengganu,0,
909,2020-05-12,W.P. Kuala Lumpur,0,
910,2020-05-12,W.P. Labuan,0,
911,2020-05-12,W.P. Putrajaya,0,
912,2020-05-13,Johor,1,
913,2020-05-13,Kedah,0,
914,2020-05-13,Kelantan,0,
915,2020-05-13,Melaka,0,
916,2020-05-13,Negeri Sembilan,0,
917,2020-05-13,Pahang,1,
918,2020-05-13,Perak,0,
919,2020-05-13,Perlis,0,
920,2020-05-13,Pulau Pinang,0,
921,2020-05-13,Sabah,0,
922,2020-05-13,Sarawak,0,
923,2020-05-13,Selangor,0,
924,2020-05-13,Terengganu,0,
925,2020-05-13,W.P. Kuala Lumpur,0,
926,2020-05-13,W.P. Labuan,0,
927,2020-05-13,W.P. Putrajaya,0,
928,2020-05-14,Johor,0,
929,2020-05-14,Kedah,0,
930,2020-05-14,Kelantan,0,
931,2020-05-14,Melaka,0,
932,2020-05-14,Negeri Sembilan,0,
933,2020-05-14,Pahang,1,
934,2020-05-14,Perak,0,
935,2020-05-14,Perlis,0,
936,2020-05-14,Pulau Pinang,0,
937,2020-05-14,Sabah,0,
938,2020-05-14,Sarawak,0,
939,2020-05-14,Selangor,0,
940,2020-05-14,Terengganu,0,
941,2020-05-14,W.P. Kuala Lumpur,0,
942,2020-05-14,W.P. Labuan,0,
943,2020-05-14,W.P. Putrajaya,0,
944,2020-05-15,Johor,0,
945,2020-05-15,Kedah,0,
946,2020-05-15,Kelantan,0,
947,2020-05-15,Melaka,0,
948,2020-05-15,Negeri Sembilan,0,
949,2020-05-15,Pahang,0,
950,2020-05-15,Perak,0,
951,2020-05-15,Perlis,0,
952,2020-05-15,Pulau Pinang,0,
953,2020-05-15,Sabah,0,
954,2020-05-15,Sarawak,0,
955,2020-05-15,Selangor,0,
956,2020-05-15,Terengganu,0,
957,2020-05-15,W.P. Kuala Lumpur,0,
958,2020-05-15,W.P. Labuan,0,
959,2020-05-15,W.P. Putrajaya,0,
960,2020-05-16,Johor,0,
961,2020-05-16,Kedah,0,
962,2020-05-16,Kelantan,0,
963,2020-05-16,Melaka,0,
964,2020-05-16,Negeri Sembilan,0,
965,2020-05-16,Pahang,0,
966,2020-05-16,Perak,0,
967,2020-05-16,Perlis,0,
968,2020-05-16,Pulau Pinang,0,
969,2020-05-16,Sabah,1,
970,2020-05-16,Sarawak,0,
971,2020-05-16,Selangor,0,
972,2020-05-16,Terengganu,0,
973,2020-05-16,W.P. Kuala Lumpur,0,
974,2020-05-16,W.P. Labuan,0,
975,2020-05-16,W.P. Putrajaya,0,
976,2020-05-17,Johor,0,
977,2020-05-17,Kedah,0,
978,2020-05-17,Kelantan,0,
979,2020-05-17,Melaka,0,
980,2020-05-17,Negeri Sembilan,0,
981,2020-05-17,Pahang,0,
982,2020-05-17,Perak,0,
983,2020-05-17,Perlis,0,
984,2020-05-17,Pulau Pinang,0,
985,2020-05-17,Sabah,0,
986,2020-05-17,Sarawak,0,
987,2020-05-17,Selangor,0,
988,2020-05-17,Terengganu,0,
989,2020-05-17,W.P. Kuala Lumpur,0,
990,2020-05-17,W.P. Labuan,0,
991,2020-05-17,W.P. Putrajaya,0,
992,2020-05-18,Johor,0,
993,2020-05-18,Kedah,0,
994,2020-05-18,Kelantan,0,
995,2020-05-18,Melaka,0,
996,2020-05-18,Negeri Sembilan,0,
997,2020-05-18,Pahang,0,
998,2020-05-18,Perak,0,
999,2020-05-18,Perlis,0,
1000,2020-05-18,Pulau Pinang,0,
1001,2020-05-18,Sabah,0,
1002,2020-05-18,Sarawak,0,
1003,2020-05-18,Selangor,0,
1004,2020-05-18,Terengganu,0,
1005,2020-05-18,W.P. Kuala Lumpur,0,
1006,2020-05-18,W.P. Labuan,0,
1007,2020-05-18,W.P. Putrajaya,0,
1008,2020-05-19,Johor,0,
1009,2020-05-19,Kedah,0,
1010,2020-05-19,Kelantan,0,
1011,2020-05-19,Melaka,0,
1012,2020-05-19,Negeri Sembilan,0,
1013,2020-05-19,Pahang,1,
1014,2020-05-19,Perak,0,
1015,2020-05-19,Perlis,0,
1016,2020-05-19,Pulau Pinang,0,
1017,2020-05-19,Sabah,0,
1018,2020-05-19,Sarawak,0,
1019,2020-05-19,Selangor,0,
1020,2020-05-19,Terengganu,0,
1021,2020-05-19,W.P. Kuala Lumpur,0,
1022,2020-05-19,W.P. Labuan,0,
1023,2020-05-19,W.P. Putrajaya,0,
1024,2020-05-20,Johor,0,
1025,2020-05-20,Kedah,0,
1026,2020-05-20,Kelantan,0,
1027,2020-05-20,Melaka,0,
1028,2020-05-20,Negeri Sembilan,0,
1029,2020-05-20,Pahang,0,
1030,2020-05-20,Perak,0,
1031,2020-05-20,Perlis,0,
1032,2020-05-20,Pulau Pinang,0,
1033,2020-05-20,Sabah,0,
1034,2020-05-20,Sarawak,0,
1035,2020-05-20,Selangor,0,
1036,2020-05-20,Terengganu,0,
1037,2020-05-20,W.P. Kuala Lumpur,0,
1038,2020-05-20,W.P. Labuan,0,
1039,2020-05-20,W.P. Putrajaya,0,
1040,2020-05-21,Johor,0,
1041,2020-05-21,Kedah,0,
1042,2020-05-21,Kelantan,0,
1043,2020-05-21,Melaka,0,
1044,2020-05-21,Negeri Sembilan,0,
1045,2020-05-21,Pahang,0,
1046,2020-05-21,Perak,0,
1047,2020-05-21,Perlis,0,
1048,2020-05-21,Pulau Pinang,0,
1049,2020-05-21,Sabah,0,
1050,2020-05-21,Sarawak,0,
1051,2020-05-21,Selangor,1,
1052,2020-05-21,Terengganu,0,
1053,2020-05-21,W.P. Kuala Lumpur,0,
1054,2020-05-21,W.P. Labuan,0,
1055,2020-05-21,W.P. Putrajaya,0,
1056,2020-05-22,Johor,0,
1057,2020-05-22,Kedah,0,
1058,2020-05-22,Kelantan,0,
1059,2020-05-22,Melaka,0,
1060,2020-05-22,Negeri Sembilan,0,
1061,2020-05-22,Pahang,0,
1062,2020-05-22,Perak,0,
1063,2020-05-22,Perlis,0,
1064,2020-05-22,Pulau Pinang,0,
1065,2020-05-22,Sabah,0,
1066,2020-05-22,Sarawak,0,
1067,2020-05-22,Selangor,0,
1068,2020-05-22,Terengganu,0,
1069,2020-05-22,W.P. Kuala Lumpur,0,
1070,2020-05-22,W.P. Labuan,0,
1071,2020-05-22,W.P. Putrajaya,0,
1072,2020-05-23,Johor,0,
1073,2020-05-23,Kedah,0,
1074,2020-05-23,Kelantan,0,
1075,2020-05-23,Melaka,0,
1076,2020-05-23,Negeri Sembilan,0,
1077,2020-05-23,Pahang,0,
1078,2020-05-23,Perak,0,
1079,2020-05-23,Perlis,0,
1080,2020-05-23,Pulau Pinang,0,
1081,2020-05-23,Sabah,0,
1082,2020-05-23,Sarawak,0,
1083,2020-05-23,Selangor,0,
1084,2020-05-23,Terengganu,0,
1085,2020-05-23,W.P. Kuala Lumpur,0,
1086,2020-05-23,W.P. Labuan,0,
1087,2020-05-23,W.P. Putrajaya,0,
1088,2020-05-24,Johor,0,
1089,2020-05-24,Kedah,0,
1090,2020-05-24,Kelantan,0,
1091,2020-05-24,Melaka,0,
1092,2020-05-24,Negeri Sembilan,0,
1093,2020-05-24,Pahang,0,
1094,2020-05-24,Perak,0,
1095,2020-05-24,Perlis,0,
1096,2020-05-24,Pulau Pinang,0,
1097,2020-05-24,Sabah,0,
1098,2020-05-24,Sarawak,0,
1099,2020-05-24,Selangor,0,
1100,2020-05-24,Terengganu,0,
1101,2020-05-24,W.P. Kuala Lumpur,0,
1102,2020-05-24,W.P. Labuan,0,
1103,2020-05-24,W.P. Putrajaya,0,
1104,2020-05-25,Johor,0,
1105,2020-05-25,Kedah,0,
1106,2020-05-25,Kelantan,0,
1107,2020-05-25,Melaka,0,
1108,2020-05-25,Negeri Sembilan,0,
1109,2020-05-25,Pahang,0,
1110,2020-05-25,Perak,0,
1111,2020-05-25,Perlis,0,
1112,2020-05-25,Pulau Pinang,0,
1113,2020-05-25,Sabah,0,
1114,2020-05-25,Sarawak,0,
1115,2020-05-25,Selangor,0,
1116,2020-05-25,Terengganu,0,
1117,2020-05-25,W.P. Kuala Lumpur,0,
1118,2020-05-25,W.P. Labuan,0,
1119,2020-05-25,W.P. Putrajaya,0,
1120,2020-05-26,Johor,0,
1121,2020-05-26,Kedah,0,
1122,2020-05-26,Kelantan,0,
1123,2020-05-26,Melaka,0,
1124,2020-05-26,Negeri Sembilan,0,
1125,2020-05-26,Pahang,0,
1126,2020-05-26,Perak,0,
1127,2020-05-26,Perlis,0,
1128,2020-05-26,Pulau Pinang,0,
1129,2020-05-26,Sabah,0,
1130,2020-05-26,Sarawak,0,
1131,2020-05-26,Selangor,0,
1132,2020-05-26,Terengganu,0,
1133,2020-05-26,W.P. Kuala Lumpur,0,
1134,2020-05-26,W.P. Labuan,0,
1135,2020-05-26,W.P. Putrajaya,0,
1136,2020-05-27,Johor,0,
1137,2020-05-27,Kedah,0,
1138,2020-05-27,Kelantan,0,
1139,2020-05-27,Melaka,0,
1140,2020-05-27,Negeri Sembilan,0,
1141,2020-05-27,Pahang,0,
1142,2020-05-27,Perak,0,
1143,2020-05-27,Perlis,0,
1144,2020-05-27,Pulau Pinang,0,
1145,2020-05-27,Sabah,0,
1146,2020-05-27,Sarawak,0,
1147,2020-05-27,Selangor,0,
1148,2020-05-27,Terengganu,0,
1149,2020-05-27,W.P. Kuala Lumpur,0,
1150,2020-05-27,W.P. Labuan,0,
1151,2020-05-27,W.P. Putrajaya,0,
1152,2020-05-28,Johor,0,
1153,2020-05-28,Kedah,0,
1154,2020-05-28,Kelantan,0,
1155,2020-05-28,Melaka,0,
1156,2020-05-28,Negeri Sembilan,0,
1157,2020-05-28,Pahang,0,
1158,2020-05-28,Perak,0,
1159,2020-05-28,Perlis,0,
1160,2020-05-28,Pulau Pinang,0,
1161,2020-05-28,Sabah,0,
1162,2020-05-28,Sarawak,0,
1163,2020-05-28,Selangor,0,
1164,2020-05-28,Terengganu,0,
1165,2020-05-28,W.P. Kuala Lumpur,0,
1166,2020-05-28,W.P. Labuan,0,
1167,2020-05-28,W.P. Putrajaya,0,
1168,2020-05-29,Johor,0,
1169,2020-05-29,Kedah,0,
1170,2020-05-29,Kelantan,0,
1171,2020-05-29,Melaka,0,
1172,2020-05-29,Negeri Sembilan,0,
1173,2020-05-29,Pahang,0,
1174,2020-05-29,Perak,0,
1175,2020-05-29,Perlis,0,
1176,2020-05-29,Pulau Pinang,0,
1177,2020-05-29,Sabah,0,
1178,2020-05-29,Sarawak,0,
1179,2020-05-29,Selangor,0,
1180,2020-05-29,Terengganu,0,
1181,2020-05-29,W.P. Kuala Lumpur,0,
1182,2020-05-29,W.P. Labuan,0,
1183,2020-05-29,W.P. Putrajaya,0,
1184,2020-05-30,Johor,0,
1185,2020-05-30,Kedah,0,
1186,2020-05-30,Kelantan,0,
1187,2020-05-30,Melaka,0,
1188,2020-05-30,Negeri Sembilan,0,
1189,2020-05-30,Pahang,0,
1190,2020-05-30,Perak,0,
1191,2020-05-30,Perlis,0,
1192,2020-05-30,Pulau Pinang,0,
1193,2020-05-30,Sabah,0,
1194,2020-05-30,Sarawak,0,
1195,2020-05-30,Selangor,0,
1196,2020-05-30,Terengganu,0,
1197,2020-05-30,W.P. Kuala Lumpur,0,
1198,2020-05-30,W.P. Labuan,0,
1199,2020-05-30,W.P. Putrajaya,0,
1200,2020-05-31,Johor,0,
1201,2020-05-31,Kedah,0,
1202,2020-05-31,Kelantan,0,
1203,2020-05-31,Melaka,0,
1204,2020-05-31,Negeri Sembilan,0,
1205,2020-05-31,Pahang,0,
1206,2020-05-31,Perak,0,
1207,2020-05-31,Perlis,0,
1208,2020-05-31,Pulau Pinang,0,
1209,2020-05-31,Sabah,0,
1210,2020-05-31,Sarawak,0,
1211,2020-05-31,Selangor,0,
1212,2020-05-31,Terengganu,0,
1213,2020-05-31,W.P. Kuala Lumpur,0,
1214,2020-05-31,W.P. Labuan,0,
1215,2020-05-31,W.P. Putrajaya,0,
1216,2020-06-01,Johor,0,
1217,2020-06-01,Kedah,0,
1218,2020-06-01,Kelantan,0,
1219,2020-06-01,Melaka,0,
1220,2020-06-01,Negeri Sembilan,0,
1221,2020-06-01,Pahang,0,
1222,2020-06-01,Perak,0,
1223,2020-06-01,Perlis,0,
1224,2020-06-01,Pulau Pinang,0,
1225,2020-06-01,Sabah,0,
1226,2020-06-01,Sarawak,0,
1227,2020-06-01,Selangor,0,
1228,2020-06-01,Terengganu,0,
1229,2020-06-01,W.P. Kuala Lumpur,0,
1230,2020-06-01,W.P. Labuan,0,
1231,2020-06-01,W.P. Putrajaya,0,
1232,2020-06-02,Johor,0,
1233,2020-06-02,Kedah,0,
1234,2020-06-02,Kelantan,0,
1235,2020-06-02,Melaka,0,
1236,2020-06-02,Negeri Sembilan,0,
1237,2020-06-02,Pahang,0,
1238,2020-06-02,Perak,0,
1239,2020-06-02,Perlis,0,
1240,2020-06-02,Pulau Pinang,0,
1241,2020-06-02,Sabah,0,
1242,2020-06-02,Sarawak,0,
1243,2020-06-02,Selangor,0,
1244,2020-06-02,Terengganu,0,
1245,2020-06-02,W.P. Kuala Lumpur,0,
1246,2020-06-02,W.P. Labuan,0,
1247,2020-06-02,W.P. Putrajaya,0,
1248,2020-06-03,Johor,0,
1249,2020-06-03,Kedah,0,
1250,2020-06-03,Kelantan,0,
1251,2020-06-03,Melaka,0,
1252,2020-06-03,Negeri Sembilan,0,
1253,2020-06-03,Pahang,0,
1254,2020-06-03,Perak,0,
1255,2020-06-03,Perlis,0,
1256,2020-06-03,Pulau Pinang,0,
1257,2020-06-03,Sabah,0,
1258,2020-06-03,Sarawak,0,
1259,2020-06-03,Selangor,0,
1260,2020-06-03,Terengganu,0,
1261,2020-06-03,W.P. Kuala Lumpur,0,
1262,2020-06-03,W.P. Labuan,0,
1263,2020-06-03,W.P. Putrajaya,0,
1264,2020-06-04,Johor,0,
1265,2020-06-04,Kedah,0,
1266,2020-06-04,Kelantan,0,
1267,2020-06-04,Melaka,0,
1268,2020-06-04,Negeri Sembilan,0,
1269,2020-06-04,Pahang,0,
1270,2020-06-04,Perak,0,
1271,2020-06-04,Perlis,0,
1272,2020-06-04,Pulau Pinang,0,
1273,2020-06-04,Sabah,0,
1274,2020-06-04,Sarawak,0,
1275,2020-06-04,Selangor,0,
1276,2020-06-04,Terengganu,0,
1277,2020-06-04,W.P. Kuala Lumpur,0,
1278,2020-06-04,W.P. Labuan,0,
1279,2020-06-04,W.P. Putrajaya,0,
1280,2020-06-05,Johor,1,
1281,2020-06-05,Kedah,0,
1282,2020-06-05,Kelantan,0,
1283,2020-06-05,Melaka,0,
1284,2020-06-05,Negeri Sembilan,0,
1285,2020-06-05,Pahang,0,
1286,2020-06-05,Perak,0,
1287,2020-06-05,Perlis,0,
1288,2020-06-05,Pulau Pinang,0,
1289,2020-06-05,Sabah,0,
1290,2020-06-05,Sarawak,0,
1291,2020-06-05,Selangor,0,
1292,2020-06-05,Terengganu,0,
1293,2020-06-05,W.P. Kuala Lumpur,0,
1294,2020-06-05,W.P. Labuan,0,
1295,2020-06-05,W.P. Putrajaya,0,
1296,2020-06-06,Johor,0,
1297,2020-06-06,Kedah,0,
1298,2020-06-06,Kelantan,0,
1299,2020-06-06,Melaka,0,
1300,2020-06-06,Negeri Sembilan,0,
1301,2020-06-06,Pahang,0,
1302,2020-06-06,Perak,0,
1303,2020-06-06,Perlis,0,
1304,2020-06-06,Pulau Pinang,0,
1305,2020-06-06,Sabah,0,
1306,2020-06-06,Sarawak,0,
1307,2020-06-06,Selangor,1,
1308,2020-06-06,Terengganu,0,
1309,2020-06-06,W.P. Kuala Lumpur,0,
1310,2020-06-06,W.P. Labuan,0,
1311,2020-06-06,W.P. Putrajaya,0,
1312,2020-06-07,Johor,0,
1313,2020-06-07,Kedah,0,
1314,2020-06-07,Kelantan,0,
1315,2020-06-07,Melaka,0,
1316,2020-06-07,Negeri Sembilan,0,
1317,2020-06-07,Pahang,0,
1318,2020-06-07,Perak,0,
1319,2020-06-07,Perlis,0,
1320,2020-06-07,Pulau Pinang,0,
1321,2020-06-07,Sabah,0,
1322,2020-06-07,Sarawak,0,
1323,2020-06-07,Selangor,0,
1324,2020-06-07,Terengganu,0,
1325,2020-06-07,W.P. Kuala Lumpur,0,
1326,2020-06-07,W.P. Labuan,0,
1327,2020-06-07,W.P. Putrajaya,0,
1328,2020-06-08,Johor,0,
1329,2020-06-08,Kedah,0,
1330,2020-06-08,Kelantan,0,
1331,2020-06-08,Melaka,0,
1332,2020-06-08,Negeri Sembilan,0,
1333,2020-06-08,Pahang,0,
1334,2020-06-08,Perak,0,
1335,2020-06-08,Perlis,0,
1336,2020-06-08,Pulau Pinang,0,
1337,2020-06-08,Sabah,0,
1338,2020-06-08,Sarawak,0,
1339,2020-06-08,Selangor,0,
1340,2020-06-08,Terengganu,0,
1341,2020-06-08,W.P. Kuala Lumpur,0,
1342,2020-06-08,W.P. Labuan,0,
1343,2020-06-08,W.P. Putrajaya,0,
1344,2020-06-09,Johor,0,
1345,2020-06-09,Kedah,0,
1346,2020-06-09,Kelantan,0,
1347,2020-06-09,Melaka,0,
1348,2020-06-09,Negeri Sembilan,0,
1349,2020-06-09,Pahang,0,
1350,2020-06-09,Perak,0,
1351,2020-06-09,Perlis,0,
1352,2020-06-09,Pulau Pinang,0,
1353,2020-06-09,Sabah,0,
1354,2020-06-09,Sarawak,0,
1355,2020-06-09,Selangor,0,
1356,2020-06-09,Terengganu,0,
1357,2020-06-09,W.P. Kuala Lumpur,0,
1358,2020-06-09,W.P. Labuan,0,
1359,2020-06-09,W.P. Putrajaya,0,
1360,2020-06-10,Johor,0,
1361,2020-06-10,Kedah,0,
1362,2020-06-10,Kelantan,0,
1363,2020-06-10,Melaka,0,
1364,2020-06-10,Negeri Sembilan,0,
1365,2020-06-10,Pahang,0,
1366,2020-06-10,Perak,0,
1367,2020-06-10,Perlis,0,
1368,2020-06-10,Pulau Pinang,0,
1369,2020-06-10,Sabah,0,
1370,2020-06-10,Sarawak,0,
1371,2020-06-10,Selangor,1,
1372,2020-06-10,Terengganu,0,
1373,2020-06-10,W.P. Kuala Lumpur,0,
1374,2020-06-10,W.P. Labuan,0,
1375,2020-06-10,W.P. Putrajaya,0,
1376,2020-06-11,Johor,0,
1377,2020-06-11,Kedah,0,
1378,2020-06-11,Kelantan,0,
1379,2020-06-11,Melaka,0,
1380,2020-06-11,Negeri Sembilan,0,
1381,2020-06-11,Pahang,0,
1382,2020-06-11,Perak,0,
1383,2020-06-11,Perlis,0,
1384,2020-06-11,Pulau Pinang,0,
1385,2020-06-11,Sabah,0,
1386,2020-06-11,Sarawak,0,
1387,2020-06-11,Selangor,0,
1388,2020-06-11,Terengganu,0,
1389,2020-06-11,W.P. Kuala Lumpur,0,
1390,2020-06-11,W.P. Labuan,0,
1391,2020-06-11,W.P. Putrajaya,0,
1392,2020-06-12,Johor,0,
1393,2020-06-12,Kedah,0,
1394,2020-06-12,Kelantan,0,
1395,2020-06-12,Melaka,0,
1396,2020-06-12,Negeri Sembilan,0,
1397,2020-06-12,Pahang,0,
1398,2020-06-12,Perak,0,
1399,2020-06-12,Perlis,0,
1400,2020-06-12,Pulau Pinang,0,
1401,2020-06-12,Sabah,1,
1402,2020-06-12,Sarawak,0,
1403,2020-06-12,Selangor,0,
1404,2020-06-12,Terengganu,0,
1405,2020-06-12,W.P. Kuala Lumpur,0,
1406,2020-06-12,W.P. Labuan,0,
1407,2020-06-12,W.P. Putrajaya,0,
1408,2020-06-13,Johor,0,
1409,2020-06-13,Kedah,0,
1410,2020-06-13,Kelantan,0,
1411,2020-06-13,Melaka,0,
1412,2020-06-13,Negeri Sembilan,0,
1413,2020-06-13,Pahang,0,
1414,2020-06-13,Perak,0,
1415,2020-06-13,Perlis,0,
1416,2020-06-13,Pulau Pinang,0,
1417,2020-06-13,Sabah,1,
1418,2020-06-13,Sarawak,0,
1419,2020-06-13,Selangor,0,
1420,2020-06-13,Terengganu,0,
1421,2020-06-13,W.P. Kuala Lumpur,0,
1422,2020-06-13,W.P. Labuan,0,
1423,2020-06-13,W.P. Putrajaya,0,
1424,2020-06-14,Johor,0,
1425,2020-06-14,Kedah,0,
1426,2020-06-14,Kelantan,0,
1427,2020-06-14,Melaka,0,
1428,2020-06-14,Negeri Sembilan,0,
1429,2020-06-14,Pahang,0,
1430,2020-06-14,Perak,0,
1431,2020-06-14,Perlis,0,
1432,2020-06-14,Pulau Pinang,0,
1433,2020-06-14,Sabah,0,
1434,2020-06-14,Sarawak,0,
1435,2020-06-14,Selangor,0,
1436,2020-06-14,Terengganu,0,
1437,2020-06-14,W.P. Kuala Lumpur,1,
1438,2020-06-14,W.P. Labuan,0,
1439,2020-06-14,W.P. Putrajaya,0,
1440,2020-06-15,Johor,0,
1441,2020-06-15,Kedah,0,
1442,2020-06-15,Kelantan,0,
1443,2020-06-15,Melaka,0,
1444,2020-06-15,Negeri Sembilan,0,
1445,2020-06-15,Pahang,0,
1446,2020-06-15,Perak,0,
1447,2020-06-15,Perlis,0,
1448,2020-06-15,Pulau Pinang,0,
1449,2020-06-15,Sabah,0,
1450,2020-06-15,Sarawak,0,
1451,2020-06-15,Selangor,0,
1452,2020-06-15,Terengganu,0,
1453,2020-06-15,W.P. Kuala Lumpur,0,
1454,2020-06-15,W.P. Labuan,0,
1455,2020-06-15,W.P. Putrajaya,0,
1456,2020-06-16,Johor,0,
1457,2020-06-16,Kedah,0,
1458,2020-06-16,Kelantan,0,
1459,2020-06-16,Melaka,0,
